1,2,3,,,,,,,
0.506125434,0.505,0.504432624,0.502901354,0.502542373,0.501346154,0.500893566,0.503250975,0.503353377,0.505899547
0.522124703,0.528333333,0.52393617,0.510638298,0.507627119,0.503653846,0.501787133,0.502058951,0.501503238,0.501639753
0.504936917,0.5075,0.503546099,0.503868472,0.504237288,0.503269231,0.502084988,0.503467707,0.504625347,0.505329198
0.502102761,0.501666667,0.507978723,0.513539652,0.508474576,0.511923077,0.511715647,0.511703511,0.50693802,0.501318932
0.500548546,0.500833333,0.504432624,0.50483559,0.505508475,0.503269231,0.505262113,0.508777633,0.511100833,0.503796385
0.5112452,0.5175,0.526595745,0.511605416,0.513983051,0.503846154,0.502482129,0.50390117,0.505087882,0.502584394
0.51270799,0.524166667,0.517730496,0.517408124,0.510169492,0.503461538,0.502283558,0.503250975,0.50346901,0.502816098
0.507222527,0.518333333,0.539893617,0.553191489,0.525423729,0.513653846,0.506850675,0.503684439,0.502081406,0.500605996
0.521119035,0.525833333,0.517730496,0.525145068,0.512711864,0.504038462,0.502283558,0.502058951,0.501503238,0.501265462
0.504205522,0.513333333,0.519503546,0.535783366,0.513983051,0.506153846,0.504864972,0.505418292,0.504856614,0.502816098
0.510696654,0.515833333,0.508865248,0.512572534,0.509322034,0.505,0.503772836,0.504876463,0.503931545,0.502816098
0.502377034,0.503333333,0.505319149,0.508704062,0.513135593,0.5125,0.510623511,0.511161682,0.504856614,0.501586283
0.511610898,0.5125,0.507978723,0.512572534,0.508474576,0.503846154,0.502283558,0.502925878,0.504047179,0.503422094
0.512799415,0.509166667,0.515957447,0.512572534,0.50720339,0.502115385,0.501886418,0.502492414,0.504278446,0.503386447
0.500365698,0.501666667,0.500886525,0.501934236,0.502118644,0.5025,0.502879269,0.509211097,0.510291397,0.504438028
0.512433717,0.515833333,0.512411348,0.523210832,0.505508475,0.504038462,0.502779984,0.505093195,0.506475486,0.502120985
0.502102761,0.505,0.502659574,0.505802708,0.503389831,0.5025,0.50327641,0.507152146,0.510869565,0.503974619
0.510056683,0.5075,0.505319149,0.513539652,0.506779661,0.503461538,0.503872121,0.506718682,0.504162812,0.502887392
0.500639971,0.500833333,0.500886525,0.500967118,0.502118644,0.500576923,0.502283558,0.506176853,0.505550416,0.50581043
0.506216859,0.503333333,0.50177305,0.5,0.502542373,0.502307692,0.500992851,0.502275683,0.504509713,0.505507432
0.501188517,0.503333333,0.502659574,0.505802708,0.503389831,0.502884615,0.504169976,0.508452536,0.508903793,0.504010266
0.522124703,0.523333333,0.516843972,0.510638298,0.50720339,0.5025,0.501985703,0.501083658,0.500925069,0.501817987
0.500457122,0.500833333,0.504432624,0.50483559,0.503389831,0.503269231,0.506056394,0.509861292,0.511100833,0.503226036
0.51581642,0.529166667,0.526595745,0.530947776,0.516101695,0.507307692,0.502978554,0.502058951,0.501965772,0.501015934
0.511519473,0.514166667,0.511524823,0.510638298,0.508474576,0.505384615,0.501985703,0.502709146,0.502775208,0.50329733
0.500731395,0.503333333,0.503546099,0.502901354,0.505084746,0.502884615,0.504666402,0.50964456,0.512372803,0.503208213
0.502377034,0.505,0.503546099,0.503868472,0.502966102,0.503269231,0.501787133,0.502709146,0.507053654,0.505347022
0.500548546,0.5,0.500886525,0.503868472,0.501271186,0.503461538,0.50367355,0.510078023,0.507631822,0.504259794
0.511793747,0.5175,0.52748227,0.525145068,0.513135593,0.506923077,0.501489277,0.503034244,0.50346901,0.502103162
0.502468459,0.501666667,0.502659574,0.502901354,0.502966102,0.502115385,0.501389992,0.503142609,0.503584644,0.506024311
0.528890108,0.519166667,0.50177305,0.501934236,0.502542373,0.500961538,0.500496426,0.50130039,0.501503238,0.501425872
0.503474127,0.505833333,0.505319149,0.506769826,0.502966102,0.500769231,0.501985703,0.503034244,0.510407031,0.504580615
0.500731395,0.5025,0.506205674,0.511605416,0.519067797,0.516346154,0.517672756,0.508127438,0.50219704,0.500552526
0.519107698,0.511666667,0.512411348,0.507736944,0.505508475,0.502307692,0.501588562,0.501625488,0.502543941,0.50245963
0.500365698,0.500833333,0.50177305,0.503868472,0.500847458,0.501346154,0.502482129,0.506501951,0.508441258,0.5050262
0.501188517,0.503333333,0.506205674,0.503868472,0.503389831,0.5025,0.502184273,0.506068487,0.509366327,0.504491498
0.502011337,0.504166667,0.502659574,0.505802708,0.504237288,0.503269231,0.50347498,0.507693975,0.509366327,0.503725092
0.501737063,0.5025,0.502659574,0.502901354,0.504661017,0.503653846,0.505262113,0.509427828,0.510522664,0.502976509
0.500274273,0.5,0.50177305,0.501934236,0.502542373,0.502884615,0.502482129,0.505309926,0.508556892,0.50497273
0.502834156,0.500833333,0.503546099,0.507736944,0.505508475,0.505384615,0.505063542,0.506610316,0.509481961,0.503083449
0.500365698,0.500833333,0.50177305,0.502901354,0.505508475,0.505192308,0.505957109,0.510836584,0.510291397,0.502726981
0.501005668,0.5,0.50177305,0.506769826,0.505508475,0.505384615,0.507049245,0.509211097,0.508441258,0.502887392
0.500365698,0.5025,0.507092199,0.501934236,0.505084746,0.508269231,0.509134234,0.510186389,0.507053654,0.502317043
0.500182849,0.5025,0.500886525,0.507736944,0.508898305,0.514807692,0.512410643,0.511270048,0.506475486,0.500873347
0.500731395,0.501666667,0.50177305,0.500967118,0.500847458,0.501346154,0.502482129,0.503792805,0.50566605,0.505596549
0.501097093,0.504166667,0.508865248,0.521276596,0.522457627,0.518846154,0.509034948,0.507260511,0.503353377,0.501033758
0.502834156,0.505833333,0.513297872,0.527079304,0.506779661,0.504038462,0.503375695,0.506176853,0.505781684,0.50329733
0.524958859,0.5275,0.521276596,0.539651838,0.509745763,0.503076923,0.500893566,0.500216732,0.500693802,0.500285174
0.510879503,0.514166667,0.515070922,0.517408124,0.50720339,0.504038462,0.501886418,0.504334634,0.504162812,0.502477453
0.50082282,0.501666667,0.500886525,0.503868472,0.505084746,0.503846154,0.505361398,0.508019072,0.509597595,0.503261683
0.501097093,0.5025,0.50177305,0.500967118,0.501271186,0.501153846,0.501290707,0.502925878,0.506012951,0.505721313
0.501737063,0.503333333,0.504432624,0.50483559,0.505084746,0.501346154,0.501389992,0.502925878,0.505434783,0.505329198
0.500639971,0.5025,0.502659574,0.503868472,0.504661017,0.504423077,0.506056394,0.511378414,0.508903793,0.502584394
0.51206802,0.508333333,0.510638298,0.521276596,0.51059322,0.503653846,0.501389992,0.503250975,0.504047179,0.50245963
0.519747669,0.520833333,0.508865248,0.512572534,0.508474576,0.504807692,0.502184273,0.501950585,0.501618871,0.501283285
0.500091424,0.501666667,0.50177305,0.503868472,0.504237288,0.504423077,0.510127085,0.513112267,0.50693802,0.501960575
0.51206802,0.51,0.515070922,0.510638298,0.515677966,0.503846154,0.502779984,0.504009536,0.502543941,0.502103162
0.500731395,0.5,0.505319149,0.50483559,0.504661017,0.502307692,0.502978554,0.504984829,0.505319149,0.50481232
0.500365698,0.500833333,0.503546099,0.50483559,0.503813559,0.504230769,0.504467832,0.509211097,0.508441258,0.503315153
0.509051015,0.51,0.508865248,0.50483559,0.504237288,0.501346154,0.500992851,0.502275683,0.503815911,0.504010266
0.50082282,0.504166667,0.503546099,0.505802708,0.501694915,0.504615385,0.503971406,0.50704378,0.509481961,0.503422094
0.510513805,0.521666667,0.521276596,0.51934236,0.50720339,0.503653846,0.501985703,0.503142609,0.503237743,0.50235269
0.501005668,0.5025,0.50177305,0.500967118,0.501271186,0.501346154,0.500595711,0.501733853,0.502428307,0.506416426
0.500091424,0.5,0.502659574,0.502901354,0.504661017,0.506346154,0.507247816,0.513437365,0.508672525,0.501907104
0.509873834,0.510833333,0.515070922,0.510638298,0.513559322,0.504038462,0.502680699,0.50390117,0.503237743,0.502423983
0.502559883,0.503333333,0.503546099,0.503868472,0.501271186,0.502692308,0.502283558,0.503250975,0.505897317,0.504776673
0.519381971,0.52,0.511524823,0.52417795,0.511440678,0.503269231,0.502283558,0.502492414,0.50127197,0.500926817
0.512250869,0.5075,0.509751773,0.511605416,0.506355932,0.506153846,0.503772836,0.505526658,0.503353377,0.501711047
0.509508137,0.513333333,0.510638298,0.512572534,0.510169492,0.504615385,0.501985703,0.503684439,0.503815911,0.502620041
0.506399707,0.503333333,0.502659574,0.500967118,0.501694915,0.500576923,0.500694996,0.501408756,0.502428307,0.505347022
0.500091424,0.5,0.5,0.501934236,0.502118644,0.501923077,0.502879269,0.505418292,0.505434783,0.5050262
0.50978241,0.508333333,0.505319149,0.511605416,0.506779661,0.501730769,0.502283558,0.505093195,0.504856614,0.502726981
0.500365698,0.5,0.500886525,0.500967118,0.500847458,0.500576923,0.502184273,0.506610316,0.507400555,0.504741026
0.501828488,0.504166667,0.502659574,0.507736944,0.502966102,0.503461538,0.502879269,0.506285219,0.508556892,0.503564681
0.500731395,0.5,0.502659574,0.502901354,0.502966102,0.501346154,0.500794281,0.502275683,0.504740981,0.505739137
0.501554215,0.5,0.504432624,0.505802708,0.505084746,0.504807692,0.504070691,0.508669267,0.509366327,0.502726981
0.501645639,0.506666667,0.510638298,0.50967118,0.513135593,0.512884615,0.508737093,0.505526658,0.50439408,0.501711047
0.5037484,0.506666667,0.505319149,0.50967118,0.504237288,0.502115385,0.501389992,0.502058951,0.501850139,0.505061847
0.501005668,0.503333333,0.504432624,0.506769826,0.504661017,0.505384615,0.505162828,0.507585609,0.509713228,0.502620041
0.519016274,0.513333333,0.513297872,0.515473888,0.508050847,0.501153846,0.501489277,0.502058951,0.501965772,0.501550636
0.503199854,0.500833333,0.500886525,0.5,0.502542373,0.501923077,0.501985703,0.504876463,0.507400555,0.5041885
0.51270799,0.5175,0.516843972,0.51934236,0.513983051,0.504615385,0.502184273,0.503034244,0.502081406,0.501639753
0.50978241,0.530833333,0.52393617,0.521276596,0.510169492,0.508076923,0.50307784,0.504659731,0.502312673,0.501122875
0.500731395,0.5,0.50177305,0.505802708,0.504237288,0.503653846,0.504169976,0.506393585,0.508441258,0.503493388
0.502834156,0.503333333,0.502659574,0.500967118,0.503389831,0.502115385,0.502084988,0.50390117,0.504162812,0.504687556
0.502925581,0.5025,0.502659574,0.50483559,0.505084746,0.502115385,0.501687847,0.50260078,0.50346901,0.50491926
0.501919912,0.503333333,0.506205674,0.531914894,0.514830508,0.510192308,0.507644956,0.508127438,0.504047179,0.501283285
0.501737063,0.501666667,0.504432624,0.508704062,0.504661017,0.506153846,0.503971406,0.507802341,0.50913506,0.502548747
0.503199854,0.503333333,0.507978723,0.501934236,0.502966102,0.501923077,0.500694996,0.502058951,0.504278446,0.505008377
0.504662644,0.511666667,0.515070922,0.505802708,0.502966102,0.500961538,0.500595711,0.500866927,0.504509713,0.504598439
0.506765405,0.503333333,0.502659574,0.502901354,0.5,0.500192308,0.5,0.500325098,0.500578168,0.50565002
0.501645639,0.501666667,0.500886525,0.501934236,0.501694915,0.500769231,0.501886418,0.504768097,0.506359852,0.504651909
0.508868166,0.509166667,0.507092199,0.508704062,0.505508475,0.501538462,0.501290707,0.503250975,0.503931545,0.50329733
0.500091424,0.5,0.500886525,0.500967118,0.500423729,0.501153846,0.502084988,0.507477243,0.508788159,0.50413503
0.516547815,0.509166667,0.516843972,0.50967118,0.504237288,0.502692308,0.501191422,0.502058951,0.501965772,0.502031868
0.504845493,0.515,0.511524823,0.510638298,0.511864407,0.5025,0.501092137,0.50260078,0.502081406,0.503867679
0.50082282,0.503333333,0.5,0.502901354,0.501271186,0.500576923,0.500893566,0.501842219,0.504856614,0.505632196
0.500274273,0.5,0.5,0.5,0.500847458,0.500769231,0.500992851,0.504226268,0.508441258,0.504883613
0.500548546,0.500833333,0.500886525,0.501934236,0.501271186,0.501346154,0.501886418,0.506068487,0.507978723,0.504295441
0.500914244,0.500833333,0.500886525,0.502901354,0.505932203,0.502307692,0.50307784,0.505309926,0.506706753,0.50402809
0.513896508,0.5125,0.510638298,0.51934236,0.511016949,0.504230769,0.502382844,0.503467707,0.502081406,0.501479343
0.500457122,0.500833333,0.500886525,0.5,0.502118644,0.501730769,0.502283558,0.503684439,0.504740981,0.505061847
0.517096361,0.510833333,0.512411348,0.51450677,0.505932203,0.5025,0.501588562,0.501517122,0.501387604,0.501853634
0.513987932,0.525,0.524822695,0.521276596,0.516525424,0.506153846,0.501588562,0.501950585,0.501387604,0.500908994
0.502834156,0.504166667,0.50177305,0.50483559,0.507627119,0.501923077,0.501787133,0.504009536,0.50346901,0.504331088
0.513713659,0.5175,0.514184397,0.520309478,0.510169492,0.505384615,0.501985703,0.503359341,0.502081406,0.501247638
0.511428049,0.5125,0.510638298,0.512572534,0.508050847,0.504423077,0.503177125,0.503034244,0.504278446,0.501657577
0.512433717,0.5125,0.508865248,0.507736944,0.505508475,0.503076923,0.501985703,0.503792805,0.50439408,0.501889281
0.514810752,0.505833333,0.514184397,0.510638298,0.511864407,0.504038462,0.500893566,0.502167317,0.502659574,0.501764517
0.501097093,0.504166667,0.500886525,0.5,0.500423729,0.500576923,0.500992851,0.50260078,0.505203515,0.505257905
0.514536478,0.511666667,0.506205674,0.501934236,0.504661017,0.501923077,0.501787133,0.501950585,0.501618871,0.502530924
0.5,0.500833333,0.500886525,0.500967118,0.501271186,0.504038462,0.50675139,0.510186389,0.508094357,0.502423983
0.500548546,0.500833333,0.503546099,0.500967118,0.500847458,0.502692308,0.501290707,0.503684439,0.507284921,0.504544968
0.502011337,0.5025,0.50177305,0.508704062,0.505084746,0.502115385,0.502184273,0.503576073,0.504625347,0.504241971
0.500365698,0.501666667,0.50177305,0.500967118,0.500847458,0.503076923,0.502482129,0.506176853,0.505434783,0.504206324
0.512799415,0.525833333,0.529255319,0.528046422,0.51440678,0.505576923,0.501588562,0.501625488,0.501503238,0.500908994
0.528981532,0.505,0.506205674,0.502901354,0.502118644,0.500576923,0.500297855,0.500650195,0.500462535,0.500659466
0.500457122,0.500833333,0.50177305,0.502901354,0.500847458,0.5,0.50019857,0.502709146,0.503584644,0.50570349
0.50831962,0.518333333,0.526595745,0.523210832,0.512288136,0.503846154,0.502382844,0.50260078,0.503353377,0.50172887
0.500548546,0.5025,0.504432624,0.502901354,0.506355932,0.502884615,0.504269261,0.507260511,0.508094357,0.502905215
0.503017005,0.503333333,0.502659574,0.5,0.502542373,0.501538462,0.501489277,0.503359341,0.503700278,0.504598439
0.509690986,0.518333333,0.513297872,0.512572534,0.511440678,0.503653846,0.502879269,0.502709146,0.502775208,0.501942751
0.500548546,0.500833333,0.50177305,0.502901354,0.502118644,0.501346154,0.502184273,0.505418292,0.510175763,0.503653798
0.517096361,0.518333333,0.526595745,0.517408124,0.513135593,0.506153846,0.502581414,0.501625488,0.501156337,0.500302998
0.506582556,0.5025,0.507092199,0.501934236,0.503389831,0.500576923,0.500992851,0.502275683,0.503237743,0.504117207
0.514170781,0.52,0.510638298,0.50967118,0.507627119,0.502692308,0.500992851,0.500650195,0.501387604,0.502210102
0.501919912,0.501666667,0.503546099,0.505802708,0.503389831,0.502115385,0.501092137,0.50390117,0.505550416,0.504241971
0.505759737,0.511666667,0.522163121,0.526112186,0.530932203,0.511730769,0.505957109,0.503142609,0.501387604,0.500374292
0.500274273,0.503333333,0.5,0.500967118,0.501694915,0.500576923,0.500893566,0.503359341,0.507516189,0.504723203
0.500182849,0.501666667,0.502659574,0.503868472,0.51059322,0.508076923,0.508538523,0.510619853,0.506706753,0.501158521
0.503199854,0.513333333,0.503546099,0.500967118,0.505932203,0.505769231,0.504567117,0.504009536,0.50346901,0.503029979
0.515359298,0.51,0.512411348,0.507736944,0.505508475,0.504230769,0.501687847,0.502817512,0.501850139,0.501550636
0.500091424,0.500833333,0.500886525,0.503868472,0.501271186,0.500961538,0.501389992,0.504443,0.505087882,0.504794496
0.501828488,0.5025,0.502659574,0.500967118,0.502118644,0.503461538,0.502382844,0.504443,0.50693802,0.503689445
0.500091424,0.500833333,0.502659574,0.502901354,0.505084746,0.508846154,0.508637808,0.509427828,0.506012951,0.501604107
0.504022673,0.514166667,0.521276596,0.542553191,0.511864407,0.510576923,0.503971406,0.504334634,0.504625347,0.500873347
0.501097093,0.501666667,0.502659574,0.502901354,0.503389831,0.501346154,0.501290707,0.503359341,0.503931545,0.504776673
0.502194185,0.505,0.503546099,0.507736944,0.504661017,0.502307692,0.502283558,0.502817512,0.502428307,0.504384558
0.500091424,0.500833333,0.500886525,0.5,0.5,0.500384615,0.501191422,0.504984829,0.504856614,0.50491926
0.5,0.5,0.5,0.500967118,0.501271186,0.501923077,0.502283558,0.506176853,0.506591119,0.504099383
0.502194185,0.500833333,0.502659574,0.500967118,0.502966102,0.501538462,0.501787133,0.50390117,0.504972248,0.504259794
0.500914244,0.501666667,0.502659574,0.500967118,0.502118644,0.501923077,0.502581414,0.503359341,0.504972248,0.504438028
0.500091424,0.500833333,0.504432624,0.501934236,0.504661017,0.501730769,0.50367355,0.508777633,0.509019426,0.502762628
0.52934723,0.5025,0.506205674,0.500967118,0.502542373,0.500192308,0.500297855,0.500433463,0.503122109,0.50010694
0.507679649,0.5075,0.508865248,0.502901354,0.505084746,0.500576923,0.500893566,0.502384049,0.50127197,0.503849856
0.501188517,0.5025,0.507092199,0.505802708,0.502542373,0.501538462,0.501489277,0.504334634,0.505087882,0.504206324
0.500365698,0.501666667,0.502659574,0.500967118,0.501694915,0.501538462,0.501389992,0.502925878,0.506706753,0.504598439
0.503474127,0.5025,0.503546099,0.503868472,0.500423729,0.500384615,0.500397141,0.501517122,0.504278446,0.504830143
0.510879503,0.5125,0.514184397,0.512572534,0.513983051,0.505192308,0.502382844,0.502492414,0.502890842,0.501479343
0.501005668,0.505,0.50177305,0.505802708,0.508898305,0.509615385,0.507644956,0.509427828,0.505434783,0.501265462
0.507039678,0.515833333,0.503546099,0.508704062,0.508050847,0.5025,0.502084988,0.503576073,0.50219704,0.502905215
0.515267873,0.5175,0.512411348,0.512572534,0.508050847,0.504423077,0.502283558,0.502925878,0.502659574,0.500819877
0.501645639,0.503333333,0.500886525,0.501934236,0.501271186,0.500961538,0.501191422,0.502925878,0.504972248,0.504634085
0.500731395,0.500833333,0.50177305,0.501934236,0.501694915,0.5025,0.502779984,0.504117902,0.507284921,0.503849856
0.500457122,0.5,0.500886525,0.502901354,0.503389831,0.502884615,0.504368546,0.507152146,0.508672525,0.502798275
0.500548546,0.501666667,0.503546099,0.500967118,0.502118644,0.501730769,0.502084988,0.503684439,0.504856614,0.504455851
0.509325288,0.508333333,0.508865248,0.506769826,0.502966102,0.502115385,0.501092137,0.501842219,0.503006475,0.503065626
0.501097093,0.500833333,0.506205674,0.50483559,0.502542373,0.502692308,0.502084988,0.503684439,0.507169288,0.503760739
0.502834156,0.513333333,0.505319149,0.511605416,0.506355932,0.502692308,0.501389992,0.503142609,0.504278446,0.503529034
0.500548546,0.5,0.500886525,0.500967118,0.501694915,0.500576923,0.50019857,0.502817512,0.505897317,0.50491926
0.505028342,0.519166667,0.533687943,0.544487427,0.523728814,0.515576923,0.503971406,0.501625488,0.500462535,0.500196057
0.501005668,0.501666667,0.505319149,0.502901354,0.502542373,0.502692308,0.502084988,0.503792805,0.506359852,0.503849856
0.500457122,0.500833333,0.50177305,0.500967118,0.504237288,0.503846154,0.50327641,0.504768097,0.508094357,0.503261683
0.500091424,0.5,0.5,0.501934236,0.500423729,0.500576923,0.501092137,0.501733853,0.503700278,0.505382669
0.500091424,0.5,0.503546099,0.502901354,0.503813559,0.503076923,0.504368546,0.506610316,0.509366327,0.502637864
0.501097093,0.501666667,0.504432624,0.501934236,0.502542373,0.505961538,0.504666402,0.509969658,0.506128585,0.502085338
0.5,0.500833333,0.502659574,0.500967118,0.500847458,0.502115385,0.502382844,0.504117902,0.507400555,0.503974619
0.500457122,0.5,0.5,0.5,0.5,0.5,0.50019857,0.501408756,0.503700278,0.505596549
0.500091424,0.5,0.500886525,0.5,0.500423729,0.5,0.500297855,0.500541829,0.500809436,0.506202545
0.505942585,0.515,0.52570922,0.520309478,0.513135593,0.507692308,0.502879269,0.503576073,0.503237743,0.501265462
0.505942585,0.519166667,0.531028369,0.529980658,0.521186441,0.51,0.50367355,0.502384049,0.501965772,0.500570349
0.5074968,0.521666667,0.517730496,0.521276596,0.50720339,0.503653846,0.502283558,0.503792805,0.503006475,0.5016754
0.501188517,0.5,0.50177305,0.501934236,0.504237288,0.504038462,0.504169976,0.505309926,0.508209991,0.502744804
0.503017005,0.51,0.506205674,0.507736944,0.502542373,0.500961538,0.501290707,0.501733853,0.502775208,0.504277617
0.502102761,0.505,0.505319149,0.50483559,0.502966102,0.502115385,0.502084988,0.502167317,0.503931545,0.504117207
0.507039678,0.5275,0.530141844,0.53384913,0.530508475,0.508461538,0.502680699,0.501408756,0.500925069,0.500338645
0.508136771,0.504166667,0.507092199,0.503868472,0.503813559,0.501538462,0.501886418,0.50260078,0.504047179,0.502869568
0.512342293,0.52,0.522163121,0.516441006,0.504661017,0.504807692,0.500595711,0.502492414,0.501618871,0.501461519
0.511336625,0.526666667,0.522163121,0.528046422,0.50720339,0.503653846,0.501389992,0.502925878,0.501850139,0.501051581
0.501371366,0.500833333,0.50177305,0.500967118,0.501694915,0.504423077,0.502581414,0.505093195,0.506706753,0.50329733
0.502925581,0.51,0.509751773,0.526112186,0.523305085,0.509423077,0.50327641,0.503359341,0.50219704,0.501639753
0.501554215,0.5025,0.50177305,0.502901354,0.502118644,0.504807692,0.505262113,0.505635024,0.506475486,0.502548747
0.500548546,0.5,0.5,0.505802708,0.505932203,0.505384615,0.506056394,0.509427828,0.506591119,0.501782341
0.500365698,0.500833333,0.50177305,0.500967118,0.503813559,0.503461538,0.501886418,0.503684439,0.504625347,0.504099383
0.500457122,0.500833333,0.500886525,0.502901354,0.502542373,0.500961538,0.50327641,0.504009536,0.506822387,0.503689445
0.510422381,0.51,0.514184397,0.50967118,0.50720339,0.502307692,0.501787133,0.501733853,0.50219704,0.502174455
0.502377034,0.52,0.513297872,0.517408124,0.512288136,0.504423077,0.502779984,0.503684439,0.503122109,0.50235269
0.500639971,0.501666667,0.502659574,0.506769826,0.502542373,0.501346154,0.501588562,0.502817512,0.503815911,0.504438028
0.500182849,0.5,0.502659574,0.501934236,0.503813559,0.501153846,0.503872121,0.506935414,0.509828862,0.502602217
0.509873834,0.5125,0.514184397,0.517408124,0.51059322,0.503269231,0.502382844,0.503576073,0.503122109,0.501265462
0.506673981,0.504166667,0.507092199,0.505802708,0.508474576,0.503269231,0.502283558,0.502709146,0.504278446,0.502495277
0.501279941,0.500833333,0.502659574,0.50483559,0.502118644,0.502307692,0.503177125,0.504443,0.507284921,0.503154743
0.501097093,0.500833333,0.502659574,0.50483559,0.500423729,0.500769231,0.500595711,0.50130039,0.504278446,0.504847966
0.500365698,0.500833333,0.502659574,0.506769826,0.500847458,0.501730769,0.501290707,0.50390117,0.506128585,0.503992443
0.50082282,0.500833333,0.5,0.503868472,0.502966102,0.501346154,0.501489277,0.503792805,0.504625347,0.504152854
0.500274273,0.500833333,0.502659574,0.503868472,0.501694915,0.501538462,0.502283558,0.504659731,0.50566605,0.503796385
0.512525142,0.515833333,0.509751773,0.500967118,0.505508475,0.502115385,0.501886418,0.502167317,0.501503238,0.501871458
0.506491132,0.503333333,0.5,0.5,0.501694915,0.500769231,0.500794281,0.500650195,0.503237743,0.503992443
0.502194185,0.5025,0.502659574,0.503868472,0.504237288,0.501730769,0.501687847,0.502492414,0.503122109,0.50408156
0.52102761,0.505,0.505319149,0.503868472,0.506779661,0.500769231,0.500992851,0.501517122,0.500578168,0.500944641
0.509416712,0.511666667,0.513297872,0.506769826,0.504661017,0.504038462,0.501489277,0.502709146,0.503700278,0.501871458
0.501919912,0.5025,0.506205674,0.503868472,0.502118644,0.501923077,0.501191422,0.503250975,0.50346901,0.50402809
0.501645639,0.501666667,0.502659574,0.50483559,0.500847458,0.502884615,0.501389992,0.503684439,0.504625347,0.503832032
0.500091424,0.500833333,0.50177305,0.502901354,0.501271186,0.503461538,0.50347498,0.506935414,0.506706753,0.502905215
0.519839093,0.5075,0.507978723,0.510638298,0.501694915,0.501153846,0.500099285,0.500650195,0.5,0.501497166
0.508776742,0.5125,0.513297872,0.508704062,0.507627119,0.502692308,0.502482129,0.502492414,0.502428307,0.501978398
0.501188517,0.5025,0.504432624,0.502901354,0.502542373,0.501538462,0.501886418,0.505851756,0.507400555,0.503065626
0.5,0.5,0.5,0.5,0.5,0.500192308,0.501787133,0.504551365,0.506012951,0.504170677
0.502834156,0.5125,0.507978723,0.505802708,0.505084746,0.504423077,0.502283558,0.503792805,0.504278446,0.502762628
0.510605229,0.506666667,0.511524823,0.511605416,0.502542373,0.502884615,0.503772836,0.502817512,0.502312673,0.50162193
0.501097093,0.500833333,0.50177305,0.505802708,0.504237288,0.501923077,0.50327641,0.505960121,0.506475486,0.502851745
0.501371366,0.5025,0.500886525,0.502901354,0.501694915,0.500961538,0.502084988,0.503684439,0.506128585,0.503671622
0.500091424,0.5,0.500886525,0.500967118,0.501271186,0.500769231,0.500992851,0.503684439,0.504509713,0.504491498
0.501371366,0.501666667,0.502659574,0.501934236,0.502542373,0.501153846,0.501389992,0.503034244,0.504047179,0.504152854
0.507679649,0.504166667,0.509751773,0.503868472,0.506779661,0.502115385,0.501389992,0.502275683,0.503237743,0.502673511
0.50082282,0.500833333,0.5,0.5,0.501694915,0.501346154,0.501588562,0.50260078,0.502890842,0.504580615
0.519381971,0.5125,0.511524823,0.508704062,0.504237288,0.500192308,0.501191422,0.501083658,0.501156337,0.50089117
0.501737063,0.500833333,0.502659574,0.500967118,0.501694915,0.500384615,0.501290707,0.502275683,0.503122109,0.504473675
0.500457122,0.505,0.503546099,0.5,0.504661017,0.505192308,0.505559968,0.505851756,0.508556892,0.501871458
0.506856829,0.519166667,0.52393617,0.541586074,0.520338983,0.509038462,0.502283558,0.502492414,0.50127197,0.500356468
0.50082282,0.5025,0.5,0.5,0.502542373,0.500769231,0.500893566,0.501625488,0.502428307,0.504847966
0.506673981,0.508333333,0.508865248,0.505802708,0.503813559,0.502692308,0.502382844,0.503142609,0.50219704,0.502584394
0.500457122,0.5,0.502659574,0.505802708,0.502542373,0.501346154,0.502184273,0.504659731,0.506244218,0.503439917
0.500365698,0.503333333,0.503546099,0.5,0.500423729,0.500384615,0.501588562,0.505418292,0.50693802,0.503529034
0.500914244,0.5025,0.50177305,0.501934236,0.504661017,0.504038462,0.504368546,0.507910707,0.506359852,0.502085338
0.501005668,0.503333333,0.50177305,0.50483559,0.503389831,0.503461538,0.502084988,0.507152146,0.506822387,0.50256657
0.510605229,0.508333333,0.513297872,0.502901354,0.506779661,0.5025,0.501687847,0.502275683,0.502543941,0.501853634
0.507679649,0.511666667,0.503546099,0.505802708,0.508474576,0.503269231,0.502779984,0.50260078,0.503815911,0.501889281
0.502651307,0.501666667,0.50177305,0.502901354,0.501271186,0.501153846,0.500794281,0.502384049,0.501156337,0.504473675
0.501371366,0.501666667,0.5,0.5,0.5,0.500576923,0.500496426,0.501517122,0.50346901,0.504758849
0.507222527,0.505,0.508865248,0.508704062,0.509745763,0.503846154,0.502978554,0.503576073,0.50219704,0.501889281
0.501005668,0.501666667,0.500886525,0.500967118,0.505084746,0.503269231,0.502978554,0.502709146,0.503815911,0.503618151
0.501371366,0.511666667,0.502659574,0.502901354,0.503813559,0.502115385,0.501389992,0.502817512,0.504740981,0.503546858
0.501005668,0.501666667,0.500886525,0.502901354,0.502966102,0.5025,0.50327641,0.506068487,0.505203515,0.502905215
0.501005668,0.500833333,0.504432624,0.503868472,0.503389831,0.502692308,0.501886418,0.502925878,0.503006475,0.503903326
0.501005668,0.5,0.500886525,0.5,0.500423729,0.5,0.5,0.500650195,0.500925069,0.505471786
0.51206802,0.511666667,0.511524823,0.50967118,0.50720339,0.5025,0.501687847,0.502275683,0.501965772,0.501408049
