1,2,3,,,,,,,
0.566922655,0.615833333,0.611702128,0.625725338,0.583050847,0.53,0.511715647,0.508452536,0.506591119,0.503029979
0.5037484,0.51,0.508865248,0.513539652,0.511864407,0.514038462,0.513204925,0.525574339,0.532839963,0.518732399
0.51206802,0.523333333,0.534574468,0.539651838,0.539830508,0.535192308,0.538224782,0.536410923,0.521970398,0.508074003
0.504662644,0.515,0.515070922,0.523210832,0.516525424,0.511923077,0.515289913,0.527416558,0.535846438,0.516985706
0.500365698,0.500833333,0.50177305,0.501934236,0.50720339,0.505961538,0.507843527,0.527308192,0.541628122,0.520069155
0.504388371,0.5075,0.516843972,0.526112186,0.515677966,0.511153846,0.512708499,0.528608583,0.541396855,0.516272769
0.502194185,0.505833333,0.508865248,0.522243714,0.522033898,0.516538462,0.518367752,0.532726485,0.534574468,0.515363776
0.502011337,0.505833333,0.50177305,0.506769826,0.508050847,0.511923077,0.520154885,0.535327265,0.5339963,0.516165829
0.585573231,0.566666667,0.548758865,0.545454545,0.526694915,0.511538462,0.505262113,0.507693975,0.507284921,0.507468007
0.503291278,0.504166667,0.503546099,0.507736944,0.50720339,0.504615385,0.507843527,0.5263329,0.536424607,0.51978398
0.607332236,0.5225,0.524822695,0.518375242,0.512711864,0.508269231,0.503872121,0.507152146,0.506244218,0.506291662
0.525781679,0.518333333,0.534574468,0.528046422,0.51440678,0.505192308,0.504666402,0.509211097,0.517229417,0.519926568
0.502194185,0.504166667,0.517730496,0.527079304,0.556355932,0.567115385,0.571286736,0.536410923,0.507631822,0.502299219
0.506582556,0.51,0.510638298,0.511605416,0.512711864,0.506346154,0.509729944,0.522214998,0.531221092,0.518928457
0.554306089,0.554166667,0.55141844,0.551257253,0.522033898,0.511730769,0.507744241,0.512028609,0.515148011,0.510694043
0.541780947,0.595833333,0.594858156,0.578336557,0.546186441,0.521730769,0.512013503,0.513437365,0.515379278,0.507788828
0.541963796,0.539166667,0.532801418,0.532882012,0.523305085,0.511153846,0.509432089,0.514195925,0.521045328,0.512333797
0.590784421,0.636666667,0.641843972,0.632495164,0.554661017,0.517884615,0.502084988,0.501625488,0.500925069,0.501033758
0.507131103,0.516666667,0.511524823,0.50967118,0.509745763,0.505576923,0.503772836,0.506610316,0.518501388,0.5237586
0.549734869,0.55,0.542553191,0.542553191,0.520762712,0.511923077,0.506155679,0.508560902,0.509250694,0.512957616
0.502651307,0.504166667,0.509751773,0.513539652,0.512711864,0.513076923,0.511318507,0.521456437,0.53052729,0.518215521
0.501097093,0.503333333,0.503546099,0.507736944,0.508898305,0.507307692,0.514197776,0.533159948,0.532724329,0.516415357
0.593161455,0.5675,0.557624113,0.537717602,0.528389831,0.51,0.505063542,0.505309926,0.505781684,0.50408156
0.560797221,0.591666667,0.582446809,0.590909091,0.546186441,0.518076923,0.506056394,0.506935414,0.505434783,0.50575696
0.508411044,0.514166667,0.515070922,0.517408124,0.514830508,0.508269231,0.50675139,0.513979194,0.518385754,0.519142338
0.500365698,0.500833333,0.502659574,0.510638298,0.507627119,0.508846154,0.515190627,0.535543997,0.539546716,0.513260614
0.543609435,0.615833333,0.62322695,0.675048356,0.587711864,0.537307692,0.509332804,0.506285219,0.505319149,0.5016754
0.506765405,0.509166667,0.513297872,0.516441006,0.512288136,0.509423077,0.510524226,0.52319029,0.527520814,0.515256835
0.502742732,0.5075,0.515957447,0.522243714,0.54279661,0.540961538,0.54030977,0.54247941,0.516419981,0.504830143
0.543975133,0.553333333,0.554964539,0.560928433,0.543644068,0.519615385,0.510822081,0.510728218,0.510753932,0.507450184
0.502194185,0.509166667,0.507092199,0.505802708,0.515254237,0.507884615,0.508141382,0.519830949,0.52173913,0.51805511
0.501188517,0.5025,0.507978723,0.50967118,0.513983051,0.514423077,0.516282764,0.533268314,0.531567993,0.512280327
0.544615103,0.565,0.568262411,0.558994197,0.534322034,0.515,0.510722796,0.515821413,0.511447734,0.506345132
0.500548546,0.5025,0.504432624,0.506769826,0.511016949,0.513653846,0.520651311,0.536519289,0.535383904,0.510711867
0.502834156,0.5075,0.511524823,0.515473888,0.512288136,0.505192308,0.506254964,0.516363242,0.524976873,0.517859053
0.505668312,0.510833333,0.508865248,0.507736944,0.509745763,0.504807692,0.507446386,0.515821413,0.526017576,0.517092646
0.534009874,0.576666667,0.614361702,0.664410058,0.604661017,0.545769231,0.515289913,0.506285219,0.503122109,0.500677289
0.535564088,0.5275,0.531028369,0.540618956,0.531355932,0.512307692,0.508637808,0.511486779,0.513876041,0.510105871
0.505028342,0.505,0.515957447,0.523210832,0.512711864,0.508653846,0.511020651,0.523515388,0.529139685,0.513510142
0.501828488,0.505833333,0.518617021,0.521276596,0.530084746,0.536923077,0.531473392,0.53337668,0.522432932,0.506380779
0.503291278,0.51,0.507978723,0.516441006,0.511864407,0.511730769,0.514992057,0.524924144,0.52833025,0.512690265
0.501919912,0.506666667,0.522163121,0.528046422,0.528813559,0.527115385,0.527104845,0.535002167,0.525901943,0.506897658
0.568385445,0.543333333,0.541666667,0.525145068,0.512288136,0.508269231,0.504070691,0.507477243,0.507978723,0.506505543
0.530444323,0.529166667,0.531914894,0.528046422,0.520338983,0.508076923,0.508439237,0.510186389,0.511794635,0.512173386
0.504754068,0.511666667,0.509751773,0.510638298,0.515677966,0.507307692,0.507744241,0.514954486,0.523242368,0.516005418
0.500365698,0.504166667,0.502659574,0.506769826,0.508050847,0.508461538,0.512311358,0.528391851,0.533302498,0.512832852
0.593070031,0.574166667,0.550531915,0.581237911,0.527118644,0.508076923,0.501389992,0.501950585,0.500809436,0.501283285
0.503017005,0.504166667,0.510638298,0.51450677,0.53220339,0.534423077,0.525814138,0.533593411,0.524629972,0.506327309
0.501097093,0.5,0.502659574,0.502901354,0.502542373,0.502307692,0.501389992,0.508777633,0.51607308,0.521138559
0.508868166,0.51,0.512411348,0.515473888,0.513559322,0.509807692,0.507843527,0.512787169,0.518038853,0.515577657
0.506673981,0.51,0.504432624,0.50483559,0.505084746,0.503461538,0.502879269,0.506610316,0.510985199,0.520033508
0.502559883,0.505,0.511524823,0.511605416,0.515677966,0.509230769,0.507744241,0.515929779,0.523126735,0.515292482
0.530078625,0.52,0.530141844,0.530947776,0.524576271,0.508461538,0.505857824,0.512462072,0.513876041,0.510890101
0.501188517,0.501666667,0.505319149,0.506769826,0.510169492,0.504807692,0.505063542,0.517771998,0.521507863,0.516771825
0.505119766,0.506666667,0.507092199,0.511605416,0.514830508,0.508653846,0.508637808,0.515171218,0.523473636,0.514454782
0.542695191,0.53,0.539007092,0.52417795,0.523728814,0.507692308,0.504368546,0.507802341,0.507284921,0.509874167
0.506216859,0.505833333,0.515070922,0.508704062,0.505508475,0.506153846,0.505262113,0.509861292,0.520120259,0.516557944
0.5037484,0.505,0.507978723,0.50483559,0.505508475,0.503653846,0.505162828,0.513003901,0.521045328,0.516789648
0.500639971,0.5,0.50177305,0.501934236,0.502966102,0.503269231,0.505162828,0.519072388,0.524398705,0.516094535
0.501554215,0.5,0.5,0.5,0.500847458,0.501346154,0.502382844,0.506610316,0.509944496,0.520924678
0.503017005,0.505,0.502659574,0.506769826,0.502966102,0.501153846,0.502779984,0.505526658,0.509250694,0.52046127
0.50457122,0.511666667,0.515957447,0.511605416,0.505508475,0.506538462,0.508737093,0.517013437,0.525786309,0.513385378
0.503017005,0.506666667,0.507978723,0.506769826,0.508050847,0.506153846,0.506453535,0.511270048,0.519657724,0.516201476
0.529255805,0.533333333,0.518617021,0.529980658,0.516949153,0.509615385,0.509134234,0.513979194,0.515494912,0.508876056
0.500639971,0.500833333,0.50177305,0.503868472,0.503813559,0.503076923,0.505857824,0.523623754,0.526595745,0.51402702
0.507405376,0.5025,0.507978723,0.50483559,0.505932203,0.504807692,0.504765687,0.513437365,0.514569843,0.515880654
0.501919912,0.505833333,0.507978723,0.513539652,0.511440678,0.511153846,0.512410643,0.523948851,0.520582794,0.511834741
0.538581093,0.525833333,0.538120567,0.520309478,0.513983051,0.505769231,0.503872121,0.50574339,0.509019426,0.510123694
0.501188517,0.5025,0.503546099,0.513539652,0.516525424,0.518269231,0.520154885,0.534568704,0.523589269,0.50743236
0.522947522,0.555833333,0.540780142,0.53868472,0.525847458,0.512884615,0.509134234,0.512028609,0.511216466,0.508501765
0.504479795,0.51,0.513297872,0.512572534,0.511864407,0.509615385,0.512013503,0.522865193,0.525901943,0.510444516
0.504022673,0.505,0.507978723,0.510638298,0.507627119,0.507884615,0.506850675,0.514195925,0.523011101,0.51386661
0.553208996,0.618333333,0.603723404,0.587040619,0.541949153,0.510961538,0.504169976,0.504009536,0.502775208,0.501978398
0.505394039,0.511666667,0.507092199,0.516441006,0.511440678,0.510961538,0.510524226,0.518313827,0.524398705,0.511282216
0.512250869,0.539166667,0.559397163,0.598646035,0.605932203,0.555192308,0.518764893,0.508885999,0.504740981,0.501461519
0.505302615,0.508333333,0.508865248,0.511605416,0.508898305,0.508653846,0.504765687,0.508885999,0.512719704,0.515738067
0.502011337,0.503333333,0.502659574,0.508704062,0.50720339,0.506923077,0.509432089,0.519505852,0.525670675,0.512209033
0.502651307,0.511666667,0.515957447,0.532882012,0.554237288,0.549038462,0.534054805,0.51928912,0.508556892,0.503529034
0.505119766,0.516666667,0.52393617,0.537717602,0.561016949,0.541346154,0.520750596,0.518855657,0.512257169,0.504741026
0.536112635,0.543333333,0.564716312,0.569632495,0.540677966,0.519423077,0.507247816,0.508777633,0.505203515,0.504758849
0.500457122,0.5025,0.50177305,0.502901354,0.501694915,0.503846154,0.507744241,0.524815778,0.521276596,0.512832852
0.536661181,0.5525,0.548758865,0.53868472,0.523305085,0.5125,0.50675139,0.510294755,0.509944496,0.505543079
0.505851161,0.524166667,0.530141844,0.544487427,0.555508475,0.550192308,0.535047657,0.511595145,0.504625347,0.503101273
0.500639971,0.501666667,0.5,0.510638298,0.509745763,0.5075,0.510524226,0.518422193,0.517923219,0.512886322
0.503382703,0.505833333,0.502659574,0.50483559,0.509322034,0.506538462,0.509630659,0.51928912,0.525439408,0.511121805
0.503565551,0.509166667,0.509751773,0.515473888,0.516101695,0.508846154,0.510127085,0.51928912,0.526017576,0.509927637
0.536569757,0.556666667,0.562943262,0.563829787,0.530508475,0.511153846,0.50655282,0.507802341,0.50786309,0.50497273
0.505119766,0.5075,0.508865248,0.511605416,0.508898305,0.504615385,0.503872121,0.508127438,0.51352914,0.514971661
0.519290547,0.511666667,0.514184397,0.51450677,0.508898305,0.502307692,0.501489277,0.50260078,0.505434783,0.514739957
0.50457122,0.5125,0.512411348,0.528046422,0.525847458,0.53,0.523034154,0.518313827,0.514569843,0.50581043
0.502834156,0.500833333,0.506205674,0.500967118,0.506355932,0.503653846,0.502680699,0.50704378,0.510522664,0.51632624
0.504845493,0.5075,0.505319149,0.516441006,0.51059322,0.512692308,0.512311358,0.521781534,0.525208141,0.508091826
0.552934723,0.535,0.520390071,0.523210832,0.516949153,0.505192308,0.502680699,0.505093195,0.506244218,0.505525256
0.503565551,0.503333333,0.511524823,0.511605416,0.508050847,0.506346154,0.506354249,0.514737755,0.520351526,0.511977329
0.501554215,0.500833333,0.505319149,0.508704062,0.50720339,0.508461538,0.509034948,0.519180754,0.524398705,0.510604926
0.501828488,0.5025,0.502659574,0.503868472,0.503813559,0.5025,0.507843527,0.51408756,0.51607308,0.513688376
0.505942585,0.504166667,0.507092199,0.506769826,0.509322034,0.502692308,0.502978554,0.508452536,0.512488437,0.514668663
0.513347961,0.510833333,0.508865248,0.503868472,0.506779661,0.504230769,0.505460683,0.509319463,0.513644773,0.512191209
0.501371366,0.5075,0.507092199,0.507736944,0.515254237,0.515576923,0.516481334,0.526657997,0.523242368,0.506808541
0.509965259,0.509166667,0.511524823,0.517408124,0.506779661,0.503269231,0.504964257,0.506610316,0.510638298,0.513563612
0.545255074,0.559166667,0.570035461,0.567698259,0.537288136,0.517692308,0.505857824,0.507477243,0.504047179,0.501479343
0.503656976,0.505833333,0.506205674,0.50967118,0.50720339,0.503076923,0.502581414,0.506393585,0.513760407,0.514953837
0.501919912,0.5025,0.503546099,0.50483559,0.508474576,0.506346154,0.504864972,0.510078023,0.519888992,0.513153673
0.501371366,0.503333333,0.5,0.511605416,0.504661017,0.509807692,0.50675139,0.518205462,0.522895467,0.510765337
0.502194185,0.5025,0.505319149,0.50483559,0.502542373,0.505384615,0.50675139,0.512787169,0.516188714,0.512993263
0.502468459,0.504166667,0.507978723,0.507736944,0.512711864,0.511538462,0.509134234,0.518313827,0.520235893,0.509678109
0.502011337,0.503333333,0.502659574,0.5,0.501694915,0.500769231,0.500496426,0.50260078,0.508556892,0.517377821
0.534101298,0.525,0.522163121,0.512572534,0.513983051,0.507307692,0.505460683,0.50520156,0.506012951,0.507931416
0.50457122,0.51,0.511524823,0.508704062,0.502966102,0.506153846,0.501787133,0.504334634,0.506591119,0.515577657
0.529712927,0.54,0.52748227,0.531914894,0.515254237,0.509615385,0.506354249,0.509211097,0.508441258,0.506523366
0.578624977,0.545833333,0.518617021,0.525145068,0.512711864,0.502115385,0.501092137,0.501192024,0.501040703,0.501336755
0.50457122,0.505833333,0.509751773,0.508704062,0.513559322,0.513653846,0.509630659,0.52243173,0.523011101,0.507539301
