27995.0,5245.0,5598.0,6452.0,11024.0,15166.0,22140.0,31297.0,30699.0,111528.0
25827.0,4446.0,4571.0,5149.0,8049.0,10751.0,16525.0,25503.0,28012.0,105955.0
10217.0,2640.0,3068.0,3929.0,6608.0,10885.0,17240.0,23941.0,23155.0,71622.0
12609.0,2686.0,2793.0,3202.0,5597.0,7763.0,11301.0,15604.0,15887.0,53996.0
14860.0,3025.0,3243.0,3693.0,6188.0,8350.0,11612.0,15350.0,14264.0,47398.0
9761.0,2045.0,2316.0,2806.0,4777.0,6777.0,10484.0,15510.0,16151.0,49136.0
10349.0,1795.0,1886.0,2142.0,3603.0,4858.0,7165.0,10728.0,10675.0,35539.0
12661.0,2586.0,2546.0,2687.0,4148.0,4587.0,6112.0,9171.0,9589.0,34450.0
9298.0,2112.0,2331.0,2913.0,5105.0,6991.0,9344.0,10311.0,8537.0,28339.0
8228.0,1846.0,2269.0,2775.0,4990.0,7256.0,9594.0,10790.0,8643.0,25704.0
7604.0,1668.0,1736.0,2202.0,3674.0,4813.0,7053.0,9860.0,9727.0,31216.0
5243.0,1241.0,1414.0,1592.0,2934.0,4405.0,6584.0,7983.0,6938.0,19190.0
4116.0,1037.0,1180.0,1501.0,2597.0,3137.0,3510.0,4187.0,4576.0,27372.0
2626.0,761.0,929.0,1222.0,2390.0,3699.0,5780.0,7553.0,7261.0,20142.0
6348.0,694.0,653.0,684.0,1317.0,1686.0,3444.0,5546.0,5123.0,26828.0
5986.0,989.0,972.0,1061.0,1766.0,2257.0,3182.0,4424.0,4471.0,19059.0
4831.0,1193.0,1376.0,1515.0,2689.0,3802.0,5769.0,6002.0,3997.0,12771.0
3703.0,595.0,564.0,517.0,770.0,901.0,1520.0,2943.0,4324.0,28053.0
3963.0,887.0,920.0,1084.0,2028.0,2658.0,3928.0,4943.0,4570.0,13889.0
1801.0,610.0,692.0,891.0,1574.0,2426.0,3992.0,5702.0,5706.0,14238.0
4549.0,911.0,973.0,1058.0,1760.0,2246.0,3004.0,3894.0,3711.0,12895.0
3274.0,605.0,646.0,714.0,1263.0,1773.0,2624.0,3887.0,4089.0,14704.0
1451.0,320.0,359.0,463.0,924.0,1527.0,2879.0,4727.0,4917.0,15688.0
2509.0,617.0,625.0,735.0,1186.0,1707.0,2700.0,4031.0,4078.0,14073.0
5332.0,866.0,713.0,683.0,1392.0,1667.0,2444.0,2793.0,2392.0,13977.0
2947.0,625.0,694.0,913.0,1432.0,2064.0,2955.0,4107.0,4119.0,12113.0
5469.0,600.0,516.0,434.0,624.0,582.0,833.0,1438.0,2149.0,18184.0
546.0,70.0,62.0,72.0,153.0,250.0,485.0,1161.0,2119.0,25786.0
2261.0,544.0,618.0,801.0,1432.0,2048.0,2935.0,4047.0,3990.0,12008.0
2174.0,561.0,669.0,797.0,1404.0,2079.0,3164.0,4224.0,3976.0,11380.0
1995.0,491.0,552.0,709.0,1195.0,1964.0,2845.0,3992.0,4032.0,12535.0
1980.0,356.0,415.0,454.0,958.0,1491.0,2560.0,4110.0,4274.0,12586.0
953.0,206.0,238.0,248.0,508.0,674.0,1015.0,1860.0,2757.0,16500.0
3355.0,551.0,576.0,630.0,1039.0,1268.0,1811.0,2533.0,2500.0,10315.0
2837.0,744.0,877.0,1056.0,1613.0,2060.0,2710.0,2889.0,2415.0,6779.0
1015.0,284.0,365.0,488.0,1180.0,2600.0,5036.0,4614.0,2279.0,5976.0
2312.0,466.0,516.0,632.0,984.0,1447.0,2131.0,3070.0,3163.0,9014.0
3773.0,470.0,398.0,434.0,630.0,740.0,1069.0,1624.0,1876.0,12415.0
4703.0,405.0,404.0,426.0,664.0,690.0,950.0,1447.0,1676.0,12006.0
1940.0,479.0,437.0,518.0,988.0,1526.0,2201.0,3030.0,2722.0,9367.0
1424.0,298.0,358.0,383.0,698.0,934.0,1598.0,2439.0,2528.0,11729.0
2498.0,379.0,438.0,472.0,677.0,991.0,1473.0,2272.0,2522.0,10541.0
2723.0,435.0,370.0,438.0,745.0,976.0,1581.0,2521.0,2677.0,9613.0
3357.0,711.0,762.0,904.0,1495.0,1722.0,2000.0,2160.0,1789.0,6824.0
