1,2,3,4,5,6,7,8,9,10
0.00527888,0.005890008,0.006753715,0.005133807,0.004885834,0.004411178,0.004996691,0.006761976,0.009509967,0.014970432
0.004010312,0.004040819,0.004888403,0.003058438,0.004462395,0.005021235,0.00818994,0.011573869,0.014451827,0.011977652
0.065228956,0.019176769,0.011963723,0.005898416,0.003973812,0.002792182,0.002266711,0.002355295,0.002311739,0.002551704
0.001336771,0.002876515,0.002251238,0.002730748,0.004299534,0.006781013,0.008917935,0.012903471,0.015448505,0.011549646
0.008006984,0.006163961,0.006882357,0.005625341,0.005472134,0.003965368,0.00421906,0.004457332,0.007516611,0.014464012
0.022711462,0.017396069,0.012349649,0.013216821,0.010651119,0.008775429,0.006651224,0.005926226,0.006215393,0.007217303
0.008034265,0.006780358,0.005660256,0.005953031,0.005569851,0.003894976,0.004103243,0.005217105,0.007184385,0.013307413
0.00447409,0.003972331,0.003730623,0.003440743,0.004657829,0.003707267,0.004731966,0.00691393,0.01194629,0.012173686
0.000736588,0.000958838,0.00115778,0.001201529,0.001889189,0.0029095,0.004665784,0.008648744,0.014188815,0.012271703
0.002455293,0.002465585,0.002315559,0.002293829,0.001889189,0.002393299,0.003507611,0.004900533,0.008845515,0.014147091
0.000913915,0.000616396,0.001093459,0.001583834,0.001824045,0.002839109,0.004765056,0.007825658,0.010409745,0.013238802
0.00448773,0.003287446,0.003087412,0.003768433,0.00335494,0.003425702,0.005029782,0.007255828,0.009177741,0.011915575
0.005101554,0.005136634,0.004759761,0.003986892,0.004169245,0.003941904,0.0037227,0.00506515,0.007931894,0.012516745
0.001077601,0.001027327,0.000900495,0.002075369,0.002442917,0.003308384,0.00645268,0.012067721,0.012610742,0.010474728
0.001241287,0.000479419,0.000964816,0.001092299,0.001628611,0.001783242,0.004913964,0.008939991,0.010755814,0.011935178
0.033432909,0.017122115,0.015758667,0.010212998,0.00876193,0.006358666,0.004583058,0.00471059,0.003862126,0.003528605
0.002837228,0.001438258,0.001736669,0.001092299,0.000846878,0.001384359,0.001919259,0.002912462,0.005121816,0.013699481
0.000818431,0.001438258,0.002315559,0.003113053,0.003485228,0.004786598,0.007925215,0.010332907,0.014202658,0.007919757
0.000954836,0.001095815,0.000643211,0.001310759,0.001009739,0.001759779,0.002945069,0.007471097,0.011877076,0.010807985
0.018264653,0.013081296,0.010677301,0.009666849,0.008110485,0.005819001,0.00517869,0.004672601,0.004623477,0.005671905
0.000750228,0.002328608,0.002637165,0.003331513,0.004397251,0.006757549,0.010324289,0.012675539,0.011212625,0.005717646
0.001527738,0.002054654,0.003216055,0.002785363,0.002996645,0.005021235,0.007643944,0.01043421,0.011101883,0.007027804
0.000954836,0.001369769,0.001029137,0.001693064,0.00205205,0.00347263,0.004880874,0.007420445,0.010312846,0.00916457
0.006479246,0.008081638,0.010098411,0.011196068,0.011888864,0.019122926,0.013567174,0.00691393,0.003391473,0.003090796
0.000627464,0.001506746,0.001479385,0.001365374,0.002442917,0.002768718,0.00493051,0.008180218,0.010880399,0.008645081
0.000872993,0.002123142,0.002058275,0.003768433,0.004169245,0.006241348,0.011813369,0.014283724,0.009620709,0.004701539
0.02002428,0.016574207,0.01299286,0.010813763,0.008175629,0.005865928,0.003424884,0.002887136,0.003322259,0.003780181
0.000409216,0.00089035,0.000257284,0.000819224,0.0011726,0.001055867,0.003060887,0.006863279,0.008817829,0.009465155
0.000654745,0.000547908,0.000836174,0.001201529,0.001107456,0.001853633,0.004401059,0.008737385,0.012361573,0.00713889
0.040430495,0.020820492,0.013957677,0.009229929,0.005178984,0.002205589,0.000959629,0.00074711,0.000609081,0.000405136
0.002127921,0.002534073,0.002186917,0.001474604,0.001628611,0.001689387,0.002531436,0.00462195,0.008430233,0.008550332
0.000804791,0.001643723,0.002122596,0.002785363,0.004136673,0.006781013,0.010473197,0.01311874,0.009246955,0.003819388
0.000354653,0.000273954,0.000257284,0.00021846,0.00029315,0.000375419,0.001158173,0.003254359,0.005094131,0.010674029
0.003901188,0.004725704,0.006625072,0.008083015,0.010325397,0.019498346,0.014708802,0.00647073,0.00282392,0.001803509
0.001827829,0.001506746,0.002122596,0.001747679,0.002182339,0.00246369,0.002994705,0.0054577,0.00771041,0.007583233
0.001473176,0.002260119,0.001672348,0.002239214,0.002605778,0.002158662,0.003209795,0.004077446,0.005938538,0.007073545
0.000763869,0.001369769,0.001350743,0.001529219,0.001596039,0.002393299,0.003590338,0.004862544,0.007987265,0.006554056
0.00051834,0.000273954,0.00057889,0.00054615,0.000912022,0.001196649,0.002250165,0.004913196,0.005481728,0.007828275
0.00051834,0.000205465,0.000514569,0.00065538,0.000618872,0.000938549,0.001836532,0.003089742,0.005869324,0.008213807
0.000136405,0.000205465,0,0.000163845,0.000390867,0.000234637,0.000661813,0.001240962,0.00227021,0.009965041
0.001827829,0.001438258,0.001608027,0.002075369,0.002019478,0.002299444,0.003639974,0.005027162,0.005689369,0.006472376
0.001077601,0.002054654,0.001479385,0.001201529,0.001889189,0.002322908,0.00368961,0.005837586,0.007184385,0.005965956
0.002687182,0.002534073,0.001350743,0.001201529,0.001270317,0.001478214,0.002134348,0.003254359,0.004900332,0.007109485
0.003614737,0.002465585,0.001479385,0.001856909,0.001921762,0.001431287,0.001273991,0.002076712,0.003806755,0.007148691
0.001104882,0.001164304,0.00115778,0.001474604,0.001661184,0.00227598,0.003060887,0.004558635,0.00503876,0.006433169
0.00130949,0.001917677,0.003923587,0.005406881,0.008631641,0.01194303,0.010704831,0.006635347,0.003599114,0.002123697
0.018755712,0.013012807,0.007975815,0.005570726,0.004592684,0.00309721,0.002299801,0.001785466,0.001522702,0.002224981
0.002946352,0.003218958,0.00237988,0.001693064,0.0023452,0.001595533,0.002200529,0.003026427,0.004249723,0.006456039
0.010762369,0.005547565,0.003280376,0.002020754,0.001856617,0.001220113,0.001340172,0.001924757,0.002533223,0.005243898
0.029695407,0.012396411,0.008940632,0.0069361,0.003420084,0.001947488,0.000727995,0.000443201,0.000290698,0.000460679
0.012085499,0.005136634,0.003730623,0.003659203,0.003876095,0.002745254,0.002250165,0.002659204,0.002934662,0.003786715
0.00106396,0.001027327,0.000707532,0.001583834,0.001693756,0.002205589,0.00344143,0.004773904,0.00478959,0.005952887
0.000354653,0,0.000450248,0.000273075,0.000228006,0.000469274,0.000678359,0.001430905,0.002893134,0.008439246
0.000354653,0.000958838,0.001415064,0.001201529,0.002280056,0.003144138,0.005790867,0.006964582,0.006672204,0.003861862
0.00948016,0.005273611,0.004373834,0.003440743,0.004071529,0.003660339,0.003656519,0.003229033,0.003239203,0.003100598
0.001827829,0.001575235,0.003216055,0.003386128,0.004950979,0.007719562,0.011300463,0.006698662,0.003488372,0.002038749
0.008743572,0.005753031,0.004309513,0.003877662,0.004169245,0.00246369,0.002514891,0.003013765,0.003003876,0.003489398
0.0131631,0.006437915,0.004759761,0.002949208,0.002866356,0.002627936,0.002035076,0.002253992,0.002353267,0.002630117
0.003601097,0.013286761,0.00765421,0.005133807,0.005797857,0.00391844,0.003888154,0.003267022,0.002602436,0.0031104
0.000572902,0.000479419,0.000192963,0.000273075,0.000325722,0.000234637,0.000562541,0.001494219,0.003917497,0.006923253
0.003246443,0.002054654,0.001736669,0.001092299,0.001237745,0.00082123,0.00148908,0.00184878,0.003266888,0.005622897
0.000695666,0.0017807,0.002830128,0.005243037,0.008143057,0.015274877,0.012938451,0.005559003,0.001148948,0.000450877
0.000313732,0.000616396,0.000707532,0.000600765,0.000814306,0.00100894,0.001472535,0.002925124,0.004554264,0.005560819
0.001023039,0.000958838,0.001350743,0.000873839,0.000781733,0.000586593,0.001058901,0.002747844,0.005910853,0.005142614
0.000572902,0.001027327,0.001350743,0.001365374,0.001726328,0.003214529,0.005823958,0.007053222,0.005883167,0.002679126
0.012985773,0.005616054,0.003087412,0.002730748,0.002605778,0.001572069,0.001522171,0.001278951,0.001868771,0.002705264
0.002196123,0.002397096,0.001736669,0.001092299,0.001433178,0.001267041,0.001886168,0.002367958,0.003668328,0.004926977
0.008266154,0.0035614,0.003923587,0.003167668,0.002214912,0.002017879,0.002167439,0.002557901,0.002920819,0.002999314
0.000736588,0.000821862,0.001093459,0.000928454,0.0005863,0.000985476,0.001588352,0.002329969,0.004651163,0.005237364
0.011212506,0.005479077,0.004824082,0.003877662,0.002508062,0.001900561,0.001704169,0.002089375,0.002034884,0.002280524
0.009957578,0.006780358,0.005531614,0.005898416,0.004429823,0.003754194,0.003011251,0.002621215,0.001688815,0.001535596
0.01027131,0.006917334,0.00591754,0.005679956,0.004006384,0.002393299,0.001505625,0.001836117,0.001993355,0.002081223
0.000218248,6.85E-05,0.000321605,0.000163845,0.000260578,0.000492738,0.001257445,0.002494587,0.003516058,0.005502009
0.000504699,0.000684885,0.000900495,0.001146914,0.001205172,0.001783242,0.002299801,0.003102405,0.003322259,0.004685203
0.001091241,0.000958838,0.000836174,0.000491535,0.000846878,0.000797766,0.000794176,0.001430905,0.00196567,0.005779724
0.000463778,0.001027327,0.001993954,0.003768433,0.005504707,0.007743025,0.008388484,0.005596991,0.003349945,0.001251348
0.000695666,0.000342442,0.000514569,0.000600765,0.000912022,0.001079331,0.002217075,0.003862177,0.004734219,0.004129774
0.001282209,0.000821862,0.001093459,0.000600765,0.000716589,0.00082123,0.001108537,0.002228666,0.003433001,0.004871435
0.000463778,0.001849188,0.001608027,0.003113053,0.004918407,0.008751965,0.007991396,0.00581226,0.003280731,0.001058581
0.00077751,0.000616396,0.000771853,0.000873839,0.000716589,0.000938549,0.001340172,0.002367958,0.004415836,0.004600255
0.00053198,0.001506746,0.001800991,0.003386128,0.00452754,0.007414533,0.0074454,0.004951185,0.003543743,0.001323227
0.000218248,0,0.000192963,5.46E-05,0.000228006,0.000469274,0.001720715,0.003836852,0.00408361,0.004440161
0.00079115,0.000821862,0.000707532,0.000983069,0.001107456,0.001243577,0.001588352,0.002722518,0.003654485,0.004371549
0.000177327,0.000136977,6.43E-05,0,0.000195433,0.000398883,0.000711449,0.001304276,0.002048726,0.005691508
0.002073359,0.001301281,0.000643211,0.001583834,0.0005863,0.000868157,0.001174719,0.001278951,0.002034884,0.004828961
0.001254928,0.001369769,0.000771853,0.000983069,0.000488583,0.000539665,0.001174719,0.002608553,0.004734219,0.004126507
0.001404973,0.000684885,0.001029137,0.00054615,0.00087945,0.000610057,0.000777631,0.001595522,0.00282392,0.004855099
0.001036679,0.000821862,0.000707532,0.00032769,0.000912022,0.000844694,0.001555261,0.002216003,0.003211517,0.00441729
0.008347997,0.005068146,0.003601981,0.002457673,0.002573206,0.002111734,0.001588352,0.001823454,0.001716501,0.00227399
0.007434082,0.003835354,0.003923587,0.002730748,0.003289795,0.002346371,0.001786896,0.00202606,0.001744186,0.002146568
0.001254928,0.000958838,0.001415064,0.00076461,0.0005863,0.001243577,0.001902713,0.002557901,0.00408361,0.003695233
0.003191881,0.001506746,0.001672348,0.00076461,0.00146575,0.001173186,0.000876903,0.001494219,0.002574751,0.003927206
0.000163686,0.000205465,0.000385927,0.000600765,0.000325722,0.000915085,0.001654533,0.003406314,0.004665006,0.003685431
0.000300091,0.000342442,0.000450248,0.00032769,0.0005863,0.001102795,0.002250165,0.003494954,0.004748062,0.003410984
0.009984859,0.009519896,0.008104457,0.007099945,0.006384157,0.003660339,0.001952349,0.000987704,0.000789037,0.000555428
0.000559261,0.000821862,0.000643211,0.00076461,0.000912022,0.001712851,0.002200529,0.002988439,0.00393134,0.003433855
0.001800548,0.001917677,0.002508523,0.002239214,0.00306179,0.00429386,0.006369954,0.004254726,0.002630122,0.001480054
0.000695666,0.001232792,0.001093459,0.001310759,0.001270317,0.00145475,0.002547981,0.003203708,0.004291251,0.003113667
5.46E-05,6.85E-05,0.000128642,0.00010923,0.000553728,0.000727375,0.001307081,0.003191045,0.004983389,0.003678897
0.000654745,0.000616396,0.001222101,0.001474604,0.001205172,0.001360895,0.002117803,0.003342999,0.004955703,0.002982978
0.000327372,0.000479419,0.000643211,0.001256144,0.001693756,0.002017879,0.003060887,0.003824189,0.004138981,0.002816349
0.000300091,0.000479419,0.000128642,0.000382305,0.000618872,0.00145475,0.003358703,0.004128098,0.004069767,0.002963374
0.012767525,0.005479077,0.00353766,0.002566903,0.00205205,0.001407823,0.000876903,0.000899064,0.000872093,0.001368968
0.000491059,0.000342442,0.000257284,0.00043692,0.000553728,0.000563129,0.001307081,0.003077079,0.004360465,0.003626621
0.016013968,0.001849188,0.001800991,0.001037684,0.000977167,0.00100894,0.000645268,0.00083575,0.000747508,0.001153331
0.003846626,0.001506746,0.002508523,0.001583834,0.001107456,0.00063352,0.000777631,0.001076344,0.002062569,0.003652759
0.000327372,0.000342442,0.001286422,0.001529219,0.004332106,0.008188836,0.01187955,0.004254726,0.000913621,0.000421472
0.000982117,0.000821862,0.000771853,0.00065538,0.000977167,0.000774303,0.001621443,0.00259589,0.003737542,0.003469794
0.008102468,0.00445175,0.003730623,0.002894593,0.001693756,0.001431287,0.001290536,0.001405579,0.0018134,0.001960336
0.006233717,0.007876173,0.006882357,0.004423812,0.003550373,0.0026514,0.002001985,0.001570197,0.001841085,0.001427778
0.006260998,0.003218958,0.00237988,0.001856909,0.001791473,0.001360895,0.001571807,0.001658837,0.00251938,0.002260921
0.013545034,0.011232107,0.010291375,0.00748225,0.004201818,0.002182125,0.000347452,0.000189943,0.000110742,0.000189499
0.00106396,0.001369769,0.000836174,0.00054615,0.000749161,0.000680448,0.000628723,0.000772435,0.002214839,0.004355213
0.007420442,0.004109308,0.003087412,0.002403058,0.001596039,0.00145475,0.001025811,0.001000367,0.00110742,0.002375274
0.000395575,0.000342442,0.000707532,0.00076461,0.000977167,0.001595533,0.001886168,0.002507249,0.003654485,0.003339105
0.000163686,0.000273954,0.000257284,0.00043692,0.000684017,0.000891621,0.002365983,0.00387484,0.003917497,0.003009116
0.013899688,0.005547565,0.004180871,0.002129984,0.002182339,0.001220113,0.000843812,0.000620481,0.000692137,0.000748195
0.009070944,0.007533731,0.005981861,0.005133807,0.003550373,0.002205589,0.001009265,0.000810424,0.000650609,0.001055314
0.001254928,0.001164304,0.001093459,0.000983069,0.001140028,0.00100894,0.001125083,0.001633511,0.002200997,0.003509001
5.46E-05,6.85E-05,0.000192963,0.000600765,0.0005863,0.001079331,0.002531436,0.004153423,0.004734219,0.002430816
0.006506527,0.009519896,0.008940632,0.009885309,0.006742451,0.00455196,0.001555261,0.000734447,0.000636766,0.000307119
0.001009398,0.000753373,0.000964816,0.000928454,0.000944595,0.001149722,0.001753805,0.002709856,0.003294574,0.002796746
0.000409216,0.000616396,0.00115778,0.001256144,0.003289795,0.004997771,0.006717406,0.004963847,0.00196567,0.000885418
0.006561089,0.004383261,0.003987908,0.003440743,0.00335494,0.002393299,0.001803441,0.001253625,0.001287375,0.001365701
0.000327372,0.000753373,0.000514569,0.00032769,0.0011726,0.000962012,0.001356717,0.002317306,0.002602436,0.0033097
0.000177327,0.000205465,0.00057889,0.00054615,0.001074884,0.001759779,0.002713435,0.003887503,0.00377907,0.002251119
0.006656573,0.0053421,0.004952724,0.003331513,0.002638351,0.00183017,0.001786896,0.00184878,0.001370432,0.001163133
8.18E-05,0.000205465,0.000321605,0.000382305,0.000846878,0.001665924,0.00344143,0.004267389,0.00423588,0.001963603
0.000422856,0.000616396,0.000836174,0.000873839,0.000944595,0.00063352,0.001042356,0.001912094,0.002990033,0.003273761
0.000845712,0.00089035,0.000643211,0.00043692,0.000749161,0.000586593,0.0012409,0.00184878,0.003114618,0.00313327
0.005074273,0.006300938,0.008297421,0.009284544,0.008045341,0.005584364,0.002547981,0.000734447,0.000373754,0.000124155
0.005306161,0.002260119,0.002251238,0.002293829,0.002410345,0.001501678,0.001439444,0.001342265,0.00166113,0.001852517
0.000750228,0.000410931,0.00115778,0.001310759,0.000977167,0.001055867,0.001836532,0.002747844,0.003488372,0.002476558
0.00027281,0.000479419,0.001350743,0.001201529,0.002312628,0.004505033,0.005244871,0.003900166,0.002685493,0.001169667
0.000491059,0.000821862,0.00057889,0.000928454,0.000912022,0.001431287,0.002498345,0.002912462,0.003391473,0.002326265
0.000286451,0.000547908,0.001608027,0.001583834,0.002214912,0.003308384,0.004516876,0.004090109,0.003100775,0.001264417
0.010203107,0.0035614,0.003023091,0.001419989,0.000944595,0.00100894,0.000678359,0.000873738,0.00095515,0.001192538
0.004542292,0.002397096,0.002315559,0.001583834,0.001563467,0.000985476,0.001406353,0.00119031,0.00141196,0.002231516
0.000709307,0.000958838,0.000707532,0.000600765,0.001205172,0.000891621,0.001290536,0.001747477,0.002782392,0.002933969
5.46E-05,0.000342442,0.000192963,0.000382305,0.000618872,0.001032403,0.002051621,0.003317674,0.003986711,0.002352403
0.013886047,0.006095473,0.003666302,0.004587657,0.002084623,0.000985476,0.000231635,0.000227932,9.69E-05,0.00023524
0.000450137,0.000342442,0.000771853,0.000819224,0.002475489,0.004200005,0.004301787,0.003925492,0.002948505,0.001159865
0.000163686,0,0.000192963,0.000163845,0.000195433,0.000281565,0.000231635,0.001025693,0.001924142,0.003874931
0.00132313,0.000821862,0.000900495,0.000873839,0.001042311,0.001196649,0.001307081,0.001494219,0.002159468,0.002855556
0.000995758,0.000821862,0.000321605,0.000273075,0.000390867,0.000422347,0.000479815,0.000772435,0.001315061,0.003672363
0.000381934,0.000410931,0.000836174,0.00065538,0.001205172,0.001126258,0.001290536,0.001861443,0.002768549,0.00280328
0.00448773,0.001643723,0.002186917,0.001747679,0.001889189,0.001032403,0.000976175,0.001456231,0.00166113,0.001996275
0.000177327,0.000136977,0.000385927,0.000382305,0.000781733,0.000586593,0.000843812,0.002076712,0.002574751,0.00307446
0.000763869,0.000547908,0.000514569,0.00065538,0.001140028,0.001055867,0.001439444,0.001772803,0.002810078,0.002649721
0.006370122,0.002465585,0.002830128,0.001365374,0.001824045,0.000938549,0.000727995,0.000911727,0.000872093,0.001810043
0.000927555,0.000479419,0.001093459,0.000491535,0.000423439,0.000750839,0.000876903,0.001152322,0.002408638,0.003035253
0.000559261,0.000410931,0.00057889,0.000273075,0.000423439,0.000445811,0.000860357,0.001519545,0.00251938,0.003077727
9.55E-05,0,0.000128642,0.00010923,0.000228006,0.000398883,0.000860357,0.002228666,0.002920819,0.002950305
0.000231889,0,0,0,6.51E-05,0.000164246,0.000397088,0.000772435,0.001190476,0.003835724
0.000450137,0.000410931,0.000192963,0.000382305,0.000228006,0.000140782,0.000463269,0.000645807,0.00110742,0.003750776
0.000682026,0.000958838,0.00115778,0.00065538,0.000423439,0.000797766,0.001455989,0.001988072,0.003086932,0.002453687
0.000450137,0.000547908,0.00057889,0.000382305,0.000618872,0.000750839,0.001075447,0.001316939,0.002353267,0.002969909
0.004364966,0.002739538,0.001350743,0.001693064,0.001302889,0.001173186,0.001522171,0.001633511,0.001854928,0.001627079
9.55E-05,6.85E-05,0.000128642,0.00021846,0.00029315,0.000375419,0.000976175,0.002760507,0.003183832,0.002571307
0.001104882,0.000205465,0.00057889,0.000273075,0.000456011,0.000586593,0.000794176,0.001570197,0.001744186,0.002911099
0.000286451,0.000479419,0.00057889,0.00076461,0.00087945,0.001360895,0.002068167,0.002798496,0.002464009,0.002169438
0.005756299,0.002123142,0.002765807,0.001146914,0.001074884,0.000703911,0.000645268,0.000671132,0.001079734,0.001855785
0.000177327,0.000205465,0.000257284,0.00076461,0.001270317,0.002229053,0.003358703,0.004039458,0.00282392,0.001362433
0.00342377,0.004588727,0.00295877,0.002184599,0.001986906,0.001572069,0.001522171,0.001405579,0.001342746,0.001558467
0.000668385,0.000821862,0.000964816,0.000709995,0.000912022,0.001173186,0.002001985,0.002671867,0.003100775,0.001914595
0.000600183,0.000410931,0.00057889,0.000600765,0.0005863,0.000962012,0.001141628,0.001658837,0.002754707,0.002541902
0.007938781,0.009725361,0.007525568,0.004915347,0.003224651,0.001337432,0.000694904,0.000468526,0.000332226,0.000362662
0.000804791,0.000958838,0.000514569,0.000928454,0.00087945,0.001337432,0.001753805,0.002140026,0.002920819,0.002068154
0.001827829,0.003218958,0.004309513,0.005570726,0.008143057,0.006734086,0.003127068,0.001038356,0.000567553,0.000267913
0.00079115,0.000684885,0.000643211,0.00065538,0.000684017,0.001055867,0.000794176,0.001038356,0.001522702,0.002884961
0.000300091,0.000273954,0.000192963,0.000491535,0.000553728,0.000844694,0.001571807,0.002279318,0.00307309,0.00223805
0.000395575,0.000958838,0.00115778,0.001856909,0.004169245,0.005983247,0.00567505,0.002253992,0.001024363,0.000646911
0.000763869,0.001369769,0.001736669,0.002129984,0.004690401,0.005044698,0.003457975,0.00220334,0.001467331,0.000869082
0.005388005,0.0035614,0.00469544,0.003932277,0.003126934,0.002369835,0.001207809,0.001025693,0.000622924,0.000872349
6.82E-05,0.000205465,0.000128642,0.000163845,0.000130289,0.000469274,0.001290536,0.002899799,0.002547065,0.002352403
0.005469848,0.004314773,0.00353766,0.002184599,0.001791473,0.001525141,0.001125083,0.001202973,0.001190476,0.001016107
0.000872993,0.001986165,0.002186917,0.002512288,0.004266962,0.006124029,0.005840503,0.001354928,0.00055371,0.000568497
9.55E-05,0.000136977,0,0.000600765,0.000749161,0.000915085,0.001753805,0.002152689,0.002145626,0.002362205
0.000504699,0.000479419,0.000192963,0.000273075,0.000716589,0.000797766,0.001604897,0.002253992,0.003045404,0.002038749
0.00053198,0.000753373,0.000707532,0.000873839,0.001237745,0.001079331,0.001687624,0.002253992,0.003114618,0.001819845
0.005456207,0.004657215,0.004566797,0.003604588,0.0023452,0.001360895,0.001091992,0.000911727,0.000941307,0.000911556
0.000763869,0.000616396,0.000643211,0.00065538,0.000684017,0.000563129,0.000645268,0.000949716,0.001619601,0.00274447
0.002878149,0.000958838,0.001029137,0.000819224,0.000684017,0.000281565,0.00024818,0.000303909,0.000650609,0.002701996
0.000682026,0.001027327,0.000900495,0.001583834,0.001986906,0.003660339,0.003838518,0.002140026,0.001744186,0.001065116
0.000422856,6.85E-05,0.000450248,5.46E-05,0.000488583,0.000445811,0.000446724,0.000823087,0.00125969,0.002992779
0.000722947,0.000616396,0.000385927,0.000928454,0.000814306,0.001548605,0.002051621,0.002545238,0.003017719,0.001483321
0.00789786,0.002876515,0.001479385,0.001310759,0.001302889,0.00063352,0.000446724,0.000595155,0.000747508,0.00101284
0.00053198,0.000273954,0.000836174,0.00065538,0.000618872,0.000774303,0.001058901,0.001722151,0.002436323,0.002195576
0.000231889,6.85E-05,0.000385927,0.000491535,0.000553728,0.001032403,0.001505625,0.002241329,0.002920819,0.001944
0.00027281,0.000205465,0.000192963,0.00021846,0.00029315,0.000305028,0.001307081,0.001646174,0.001924142,0.00250923
0.000886634,0.000342442,0.000514569,0.000382305,0.000716589,0.000328492,0.00049636,0.000987704,0.001495017,0.002688927
0.001991516,0.00089035,0.000643211,0.00021846,0.000521156,0.000516202,0.000909993,0.001089007,0.001633444,0.002234783
0.000204608,0.000616396,0.000514569,0.00043692,0.0011726,0.001900561,0.002746525,0.003115068,0.002782392,0.001248081
0.001486816,0.000753373,0.000836174,0.000983069,0.000521156,0.000398883,0.000827267,0.000772435,0.001273533,0.002486359
0.006752056,0.004862681,0.005081366,0.003823048,0.002866356,0.002158662,0.000976175,0.000873738,0.000484496,0.00027118
0.000545621,0.000479419,0.000450248,0.00054615,0.000553728,0.000375419,0.000430179,0.00074711,0.001647287,0.002741203
0.000286451,0.000205465,0.000257284,0.000273075,0.000651445,0.000774303,0.000810721,0.001177647,0.002380952,0.002411213
0.000204608,0.000273954,0,0.00065538,0.000358295,0.001196649,0.001125083,0.002127363,0.002740864,0.001973405
0.000327372,0.000205465,0.000385927,0.000273075,0.000195433,0.000656984,0.001125083,0.001494219,0.001937984,0.002381808
0.000368294,0.000342442,0.00057889,0.00043692,0.000977167,0.001407823,0.001522171,0.002140026,0.002422481,0.001774104
0.000300091,0.000273954,0.000192963,0,0.000130289,9.39E-05,8.27E-05,0.000303909,0.001024363,0.003185546
0.005087913,0.002054654,0.001608027,0.000709995,0.001074884,0.000891621,0.000909993,0.000607818,0.000719823,0.001453916
0.000682026,0.000821862,0.000836174,0.000491535,0.000228006,0.000750839,0.000297816,0.000506515,0.000789037,0.002855556
0.004433168,0.003287446,0.001993954,0.001802294,0.0011726,0.001173186,0.001058901,0.001076344,0.00101052,0.001195805
